project,site,geom,longitude,latitude
SouthWestForests-Dryad-PRP,S_k_863,POINT (116.3448839960791 -34.321712142762344),116.3449,-34.3217
SouthWestForests-Dryad-PRP,S_k_864,POINT (116.1525763782102 -32.697536819404675),116.1526,-32.6975
SouthWestForests-Dryad-PRP,S_k_865,POINT (116.23178894840333 -32.79931002331101),116.2318,-32.7993
SouthWestForests-Dryad-PRP,S_k_866,POINT (116.19823665745672 -32.784450715986694),116.1982,-32.7845
SouthWestForests-Dryad-PRP,S_k_867,POINT (116.19867162313034 -32.78595989301708),116.1987,-32.786
SouthWestForests-Dryad-PRP,S_k_868,POINT (116.11192343733724 -33.297712791203594),116.1119,-33.2977
SouthWestForests-Dryad-PRP,S_k_869,POINT (116.10189059602214 -33.26427745941882),116.1019,-33.2643
SouthWestForests-Dryad-PRP,S_k_870,POINT (116.14048517749711 -33.71130171788628),116.1405,-33.7113
SouthWestForests-Dryad-PRP,S_k_871,POINT (116.12583299941583 -33.700349098346386),116.1258,-33.7003
SouthWestForests-Dryad-PRP,S_k_872,POINT (116.13600962978933 -33.72823510851947),116.136,-33.7282
SouthWestForests-Dryad-PRP,S_k_873,POINT (116.41145435826316 -33.38474647384758),116.4115,-33.3847
SouthWestForests-Dryad-PRP,S_k_874,POINT (116.0828207923439 -33.07498685170096),116.0828,-33.075
SouthWestForests-Dryad-PRP,S_k_875,POINT (116.33907262072672 -33.3353514968847),116.3391,-33.3354
SouthWestForests-Dryad-PRP,S_k_876,POINT (115.94294218703723 -33.29789652121221),115.9429,-33.2979
SouthWestForests-Dryad-PRP,S_k_877,POINT (115.747443789649 -33.715219203620045),115.7474,-33.7152
SouthWestForests-Dryad-PRP,S_k_878,POINT (116.01631537092804 -33.49113272224309),116.0163,-33.4911
SouthWestForests-Dryad-PRP,S_k_879,POINT (116.0142355272673 -33.69974349280797),116.0142,-33.6997
SouthWestForests-Dryad-PRP,S_k_880,POINT (115.3200159632277 -34.055645189025434),115.32,-34.0556
SouthWestForests-Dryad-PRP,S_k_881,POINT (116.02570295554185 -34.51234504246824),116.0257,-34.5123
SouthWestForests-Dryad-PRP,S_k_882,POINT (115.9605762279439 -34.53189947414175),115.9606,-34.5319
SouthWestForests-Dryad-PRP,S_k_883,POINT (115.93146595710303 -34.515317388495156),115.9315,-34.5153
SouthWestForests-Dryad-PRP,S_k_884,POINT (116.101117328443 -34.47012481604695),116.1011,-34.4701
SouthWestForests-Dryad-PRP,S_k_885,POINT (116.31919120737167 -34.56156907142553),116.3192,-34.5616
SouthWestForests-Dryad-PRP,S_k_886,POINT (116.36435809670417 -34.47189453925975),116.3644,-34.4719
SouthWestForests-Dryad-PRP,S_k_887,POINT (116.69804018369248 -34.26041383514736),116.698,-34.2604
SouthWestForests-Dryad-PRP,S_k_888,POINT (116.56969431798746 -34.22255872631828),116.5697,-34.2226
SouthWestForests-Dryad-PRP,S_k_889,POINT (116.39781365443272 -34.165352648777414),116.3978,-34.1654
SouthWestForests-Dryad-PRP,S_k_890,POINT (115.85403190373138 -34.43478292113987),115.854,-34.4348
SouthWestForests-Dryad-PRP,S_k_891,POINT (115.98786052080249 -34.56072349280973),115.9879,-34.5607
SouthWestForests-Dryad-PRP,S_k_892,POINT (115.85596994830487 -34.3099508079173),115.856,-34.31
SouthWestForests-Dryad-PRP,S_k_893,POINT (116.29848119333168 -34.502970788808106),116.2985,-34.503
SouthWestForests-Dryad-PRP,S_k_894,POINT (116.29231509078033 -34.576448960969174),116.2923,-34.5764
SouthWestForests-Dryad-PRP,S_k_895,POINT (116.67228101511677 -34.69083884302201),116.6723,-34.6908
SouthWestForests-Dryad-PRP,S_k_896,POINT (116.13451196469882 -34.06303414165631),116.1345,-34.063
SouthWestForests-Dryad-PRP,S_k_897,POINT (116.42328994008994 -34.090043750666),116.4233,-34.09
SouthWestForests-Dryad-PRP,S_k_898,POINT (116.27978148872481 -34.53547972172416),116.2798,-34.5355
SouthWestForests-Dryad-PRP,S_k_899,POINT (116.888509846548 -34.419405021972274),116.8885,-34.4194
SouthWestForests-Dryad-PRP,S_k_900,POINT (115.97240467749327 -34.115922194726934),115.9724,-34.1159
SouthWestForests-Dryad-PRP,S_k_901,POINT (116.5316220843058 -34.3923160629461),116.5316,-34.3923
SouthWestForests-Dryad-PRP,S_k_902,POINT (116.36115911074957 -34.131447186820054),116.3612,-34.1314
SouthWestForests-Dryad-PRP,S_k_903,POINT (116.58662093747897 -34.594023867671915),116.5866,-34.594
SouthWestForests-Dryad-PRP,S_k_904,POINT (116.54413972283375 -34.615118803573715),116.5441,-34.6151
SouthWestForests-Dryad-PRP,S_k_905,POINT (116.08265910813378 -34.10039991984054),116.0827,-34.1004
SouthWestForests-Dryad-PRP,S_k_906,POINT (116.06097919104838 -34.10023610416199),116.061,-34.1002
SouthWestForests-Dryad-PRP,S_k_907,POINT (116.57847615228502 -34.5548940194483),116.5785,-34.5549
SouthWestForests-Dryad-PRP,S_k_908,POINT (116.26789578062152 -34.07052967918129),116.2679,-34.0705
SouthWestForests-Dryad-PRP,S_k_909,POINT (116.5906124577254 -34.685000828460936),116.5906,-34.685
SouthWestForests-Dryad-PRP,S_k_910,POINT (116.26496505848674 -34.08486968131435),116.265,-34.0849
SouthWestForests-Dryad-PRP,S_k_911,POINT (116.37409292638988 -34.268629948843454),116.3741,-34.2686
SouthWestForests-Dryad-PRP,S_k_912,POINT (116.79496576277035 -34.58365799680688),116.795,-34.5837
SouthWestForests-Dryad-PRP,S_k_913,POINT (116.83072435543838 -34.52726862250129),116.8307,-34.5273
SouthWestForests-Dryad-PRP,S_k_914,POINT (116.16906300561058 -34.42492988425842),116.1691,-34.4249
SouthWestForests-Dryad-PRP,S_k_915,POINT (115.98838001136721 -34.38418799512849),115.9884,-34.3842
SouthWestForests-Dryad-PRP,S_k_916,POINT (115.98764371239587 -34.3848131543715),115.9876,-34.3848
SouthWestForests-Dryad-PRP,S_k_917,POINT (115.98792673625499 -34.38569924390458),115.9879,-34.3857
SouthWestForests-Dryad-PRP,S_k_918,POINT (116.45664006508319 -34.676676841015265),116.4566,-34.6767
SouthWestForests-Dryad-PRP,S_k_919,POINT (116.58180071324522 -34.60711954127683),116.5818,-34.6071
SouthWestForests-Dryad-PRP,S_k_920,POINT (115.8592538808752 -34.34915467050476),115.8593,-34.3492
SouthWestForests-Dryad-PRP,S_k_921,POINT (115.92790892307185 -34.204965265600336),115.9279,-34.205
SouthWestForests-Dryad-PRP,S_k_922,POINT (115.93485218580774 -34.201779261180725),115.9349,-34.2018
SouthWestForests-Dryad-PRP,S_k_923,POINT (116.32500078968243 -34.74201015121545),116.325,-34.742
SouthWestForests-Dryad-PRP,S_k_924,POINT (116.33396893421444 -34.738010616576965),116.334,-34.738
SouthWestForests-Dryad-PRP,S_k_925,POINT (115.88078442557007 -34.24572028893003),115.8808,-34.2457
SouthWestForests-Dryad-PRP,S_k_926,POINT (115.84716477081568 -34.265590728392354),115.8472,-34.2656
SouthWestForests-Dryad-PRP,S_k_927,POINT (116.37809158209748 -34.52289882638645),116.3781,-34.5229
SouthWestForests-Dryad-PRP,S_k_928,POINT (116.36956336949855 -34.522494387893325),116.3696,-34.5225
SouthWestForests-Dryad-PRP,S_k_929,POINT (116.45330035441272 -34.476761618605074),116.4533,-34.4768
SouthWestForests-Dryad-PRP,S_k_930,POINT (116.45924216735592 -34.479060606392196),116.4592,-34.4791
SouthWestForests-Dryad-PRP,S_k_931,POINT (115.95225659903362 -34.54539984090766),115.9523,-34.5454
SouthWestForests-Dryad-PRP,S_k_932,POINT (116.03199037283147 -34.45281479956575),116.032,-34.4528
SouthWestForests-Dryad-PRP,S_k_933,POINT (116.05511682430394 -34.4495419122846),116.0551,-34.4495
SouthWestForests-Dryad-PRP,S_k_934,POINT (115.97104730954732 -34.18674844225553),115.971,-34.1867
SouthWestForests-Dryad-PRP,S_k_935,POINT (116.68716522907853 -34.84923841847174),116.6872,-34.8492
SouthWestForests-Dryad-PRP,S_k_936,POINT (115.86777411341014 -34.4334500840626),115.8678,-34.4335
SouthWestForests-Dryad-PRP,S_k_937,POINT (115.9935885626696 -34.1399507930104),115.9936,-34.14
SouthWestForests-Dryad-PRP,S_k_938,POINT (116.16607333044092 -34.404889660764326),116.1661,-34.4049
SouthWestForests-Dryad-PRP,S_k_939,POINT (116.46895773013536 -34.74087428759931),116.469,-34.7409
SouthWestForests-Dryad-PRP,S_k_940,POINT (116.30514372362417 -34.64888133029372),116.3051,-34.6489
SouthWestForests-Dryad-PRP,S_k_941,POINT (116.29052862491231 -34.76444830612934),116.2905,-34.7644
SouthWestForests-Dryad-PRP,S_k_942,POINT (115.99291025505777 -34.54781598007305),115.9929,-34.5478
SouthWestForests-Dryad-PRP,S_k_943,POINT (116.33181710909302 -34.46976406877689),116.3318,-34.4698
SouthWestForests-Dryad-PRP,S_k_944,POINT (116.23334528087166 -34.52991257429752),116.2333,-34.5299
SouthWestForests-Dryad-PRP,S_k_945,POINT (116.31175817104167 -34.472664775921196),116.3118,-34.4727
SouthWestForests-Dryad-PRP,S_k_946,POINT (116.16885305317476 -34.459322820699526),116.1689,-34.4593
SouthWestForests-Dryad-PRP,S_k_947,POINT (116.04500129759548 -34.47176430157963),116.045,-34.4718
SouthWestForests-Dryad-PRP,S_k_948,POINT (116.10796863938157 -34.53022446269482),116.108,-34.5302
SouthWestForests-Dryad-PRP,S_k_949,POINT (116.0265502358933 -34.522857403710674),116.0266,-34.5229
SouthWestForests-Dryad-PRP,S_k_950,POINT (115.95011648694671 -34.52489350192309),115.9501,-34.5249
SouthWestForests-Dryad-PRP,S_k_951,POINT (116.55696282092303 -34.585145327321186),116.557,-34.5851
SouthWestForests-Dryad-PRP,S_k_952,POINT (116.55762020803363 -34.588664715750355),116.5576,-34.5887
SouthWestForests-Dryad-PRP,S_k_953,POINT (115.8669340211456 -34.47550945684227),115.8669,-34.4755
SouthWestForests-Dryad-PRP,S_k_954,POINT (116.2182550152449 -34.398975743002566),116.2183,-34.399
SouthWestForests-Dryad-PRP,S_k_955,POINT (116.2274937861305 -34.375055430455355),116.2275,-34.3751
SouthWestForests-Dryad-PRP,S_k_956,POINT (116.23262303750967 -34.368378250703365),116.2326,-34.3684
SouthWestForests-Dryad-PRP,S_k_957,POINT (116.05184004290861 -34.383036897476806),116.0518,-34.383
SouthWestForests-Dryad-PRP,S_k_958,POINT (115.95218421156643 -34.36469347652348),115.9522,-34.3647
SouthWestForests-IRIS-DEV,S_k_959,POINT (115.99138237283047 -32.929242300017336),115.9914,-32.9292
SouthWestForests-IRIS-DEV,S_k_960,POINT (116.0986256029036 -32.92842019686192),116.0986,-32.9284
SouthWestForests-IRIS-DEV,S_k_961,POINT (116.12358025066158 -32.9390970183647),116.1236,-32.9391
SouthWestForests-IRIS-DEV,S_k_962,POINT (116.09437446763198 -32.939402894475464),116.0944,-32.9394
SouthWestForests-IRIS-DEV,S_k_963,POINT (116.10883451555642 -32.947092691205626),116.1088,-32.9471
SouthWestForests-IRIS-DEV,S_k_964,POINT (116.12090514505425 -32.95647783870369),116.1209,-32.9565
SouthWestForests-IRIS-DEV,S_k_965,POINT (116.05025774998151 -32.9656480894066),116.0503,-32.9656
SouthWestForests-IRIS-DEV,S_k_966,POINT (116.10449210064691 -32.96609381583517),116.1045,-32.9661
SouthWestForests-IRIS-DEV,S_k_967,POINT (116.03972662187964 -32.98167710003996),116.0397,-32.9817
SouthWestForests-IRIS-DEV,S_k_968,POINT (116.15053964860195 -32.983508393830796),116.1505,-32.9835
SouthWestForests-IRIS-DEV,S_k_969,POINT (115.95486726359485 -32.99924267566908),115.9549,-32.9992
SouthWestForests-IRIS-DEV,S_k_970,POINT (116.07947169483442 -33.00044920910541),116.0795,-33.0004
SouthWestForests-IRIS-DEV,S_k_971,POINT (116.10942289985177 -33.01957222559357),116.1094,-33.0196
SouthWestForests-IRIS-DEV,S_k_972,POINT (116.21670371013803 -33.02084191274165),116.2167,-33.0208
SouthWestForests-IRIS-DEV,S_k_973,POINT (116.02553233791336 -33.01801632299072),116.0255,-33.018
SouthWestForests-IRIS-DEV,S_k_974,POINT (116.20028796290222 -33.03884990928599),116.2003,-33.0388
SouthWestForests-IRIS-DEV,S_k_975,POINT (116.0091831253879 -33.03720797382514),116.0092,-33.0372
SouthWestForests-IRIS-DEV,S_k_976,POINT (116.16903244648528 -33.05664039224805),116.169,-33.0566
SouthWestForests-IRIS-DEV,S_k_977,POINT (116.03568159581137 -33.07504610726883),116.0357,-33.075
SouthWestForests-IRIS-DEV,S_k_978,POINT (116.14479819335916 -33.07493124243931),116.1448,-33.0749
SouthWestForests-IRIS-DEV,S_k_979,POINT (116.08559738926172 -33.09344369219081),116.0856,-33.0934
SouthWestForests-IRIS-DEV,S_k_980,POINT (116.17648683517406 -33.11073693927728),116.1765,-33.1107
SouthWestForests-IRIS-DEV,S_k_981,POINT (116.17334694521132 -33.12785381725121),116.1733,-33.1279
SouthWestForests-IRIS-DEV,S_k_982,POINT (116.4670284494198 -33.071637560838624),116.467,-33.0716
SouthWestForests-IRIS-DEV,S_k_983,POINT (116.41443580641771 -32.95842414205332),116.4144,-32.9584
SouthWestForests-IRIS-DEV,S_k_984,POINT (116.40177433216324 -33.09056334590808),116.4018,-33.0906
SouthWestForests-IRIS-DEV,S_k_985,POINT (116.39060059513574 -33.115034666253734),116.3906,-33.115
SouthWestForests-IRIS-DEV,S_k_986,POINT (116.32626756298924 -33.04064014987443),116.3263,-33.0406
SouthWestForests-IRIS-DEV,S_k_987,POINT (116.42460815249666 -33.03474619372616),116.4246,-33.0347
SouthWestForests-IRIS-DEV,S_k_988,POINT (115.95020545429537 -33.12332326188513),115.9502,-33.1233
SouthWestForests-IRIS-DEV,S_k_989,POINT (115.97097954617587 -33.18112258821875),115.971,-33.1811
SouthWestForests-IRIS-DEV,S_k_990,POINT (115.99205148949531 -33.19278588787853),115.9921,-33.1928
SouthWestForests-IRIS-DEV,S_k_991,POINT (116.01347869478114 -33.15698746663908),116.0135,-33.157
SouthWestForests-IRIS-DEV,S_k_992,POINT (116.01305935943593 -33.23932362471725),116.0131,-33.2393
SouthWestForests-IRIS-DEV,S_k_993,POINT (116.01339841800477 -33.26168559961173),116.0134,-33.2617
SouthWestForests-IRIS-DEV,S_k_994,POINT (116.01336472238759 -33.28377395598156),116.0134,-33.2838
SouthWestForests-IRIS-DEV,S_k_995,POINT (116.03607980526937 -33.14259773284488),116.0361,-33.1426
SouthWestForests-IRIS-DEV,S_k_996,POINT (116.03675020536939 -33.165621036918544),116.0368,-33.1656
SouthWestForests-IRIS-DEV,S_k_997,POINT (116.03704834531392 -33.18837079114263),116.037,-33.1884
SouthWestForests-IRIS-DEV,S_k_998,POINT (116.035326344992 -33.25634675693062),116.0353,-33.2563
SouthWestForests-IRIS-DEV,S_k_999,POINT (116.03499550367894 -33.27471686983471),116.035,-33.2747
SouthWestForests-IRIS-DEV,S_k_1000,POINT (116.0592026677869 -33.1167887789071),116.0592,-33.1168
SouthWestForests-IRIS-DEV,S_k_1001,POINT (116.05715813565958 -33.253718161175115),116.0572,-33.2537
SouthWestForests-IRIS-DEV,S_k_1002,POINT (116.07760599084703 -33.291735436263465),116.0776,-33.2917
SouthWestForests-IRIS-DEV,S_k_1003,POINT (116.10080953694228 -33.196839139661634),116.1008,-33.1968
SouthWestForests-IRIS-DEV,S_k_1004,POINT (116.12073207012178 -33.302925573045336),116.1207,-33.3029
SouthWestForests-IRIS-DEV,S_k_1005,POINT (116.12183843949876 -33.190224540322276),116.1218,-33.1902
SouthWestForests-IRIS-DEV,S_k_1006,POINT (116.12186616423712 -33.121810135526744),116.1219,-33.1218
SouthWestForests-IRIS-DEV,S_k_1007,POINT (116.14161174803802 -33.30852837898908),116.1416,-33.3085
SouthWestForests-IRIS-DEV,S_k_1008,POINT (116.14228790931092 -33.263579569705584),116.1423,-33.2636
SouthWestForests-IRIS-DEV,S_k_1009,POINT (116.16345528348295 -33.25169161855345),116.1635,-33.2517
SouthWestForests-IRIS-DEV,S_k_1010,POINT (116.18655868187311 -33.249184091278515),116.1866,-33.2492
SouthWestForests-IRIS-DEV,S_k_1011,POINT (116.1860397657569 -33.18119922112491),116.186,-33.1812
SouthWestForests-IRIS-DEV,S_k_1012,POINT (116.3664924459904 -33.24502642291141),116.3665,-33.245
SouthWestForests-IRIS-DEV,S_k_1013,POINT (116.31159219716565 -33.2470347046968),116.3116,-33.247
SouthWestForests-IRIS-DEV,S_k_1014,POINT (116.3773495973344 -33.26554716374512),116.3773,-33.2655
SouthWestForests-IRIS-DEV,S_k_1015,POINT (116.43141977048164 -33.267312490235575),116.4314,-33.2673
SouthWestForests-IRIS-DEV,S_k_1016,POINT (116.45924554543949 -33.26635424572366),116.4592,-33.2664
SouthWestForests-IRIS-DEV,S_k_1017,POINT (116.37578260224885 -33.28206351878326),116.3758,-33.2821
SouthWestForests-IRIS-DEV,S_k_1018,POINT (116.45262130931573 -33.30068168554886),116.4526,-33.3007
SouthWestForests-IRIS-DEV,S_k_1019,POINT (116.50779354877554 -33.30165208109564),116.5078,-33.3017
SouthWestForests-IRIS-DEV,S_k_1020,POINT (116.48293866465315 -33.32156604088074),116.4829,-33.3216
SouthWestForests-IRIS-DEV,S_k_1021,POINT (116.51853826062789 -33.33817019240802),116.5185,-33.3382
SouthWestForests-IRIS-DEV,S_k_1022,POINT (116.34729130967602 -33.33987772742671),116.3473,-33.3399
SouthWestForests-IRIS-DEV,S_k_1023,POINT (116.418199110976 -33.34706706682646),116.4182,-33.3471
SouthWestForests-IRIS-DEV,S_k_1024,POINT (116.45324468256477 -33.35566875348505),116.4532,-33.3557
SouthWestForests-IRIS-DEV,S_k_1025,POINT (116.49311087609242 -33.37386829454575),116.4931,-33.3739
SouthWestForests-IRIS-DEV,S_k_1026,POINT (116.40050981571993 -33.37370818133494),116.4005,-33.3737
SouthWestForests-IRIS-DEV,S_k_1027,POINT (116.3457376665546 -33.37231315163724),116.3457,-33.3723
SouthWestForests-IRIS-DEV,S_k_1028,POINT (116.35917260848943 -33.38877184984938),116.3592,-33.3888
SouthWestForests-IRIS-DEV,S_k_1029,POINT (116.48507916727691 -33.39050360471957),116.4851,-33.3905
SouthWestForests-IRIS-DEV,S_k_1030,POINT (116.39676158163638 -33.408992782965484),116.3968,-33.409
SouthWestForests-IRIS-DEV,S_k_1031,POINT (116.48621254975151 -33.40985545859059),116.4862,-33.4099
SouthWestForests-IRIS-DEV,S_k_1032,POINT (116.47568486916049 -33.436509473425),116.4757,-33.4365
SouthWestForests-IRIS-DEV,S_k_1033,POINT (116.40962186695924 -33.44584546235612),116.4096,-33.4458
SouthWestForests-IRIS-DEV,S_k_1034,POINT (116.46272886044068 -33.44579830858686),116.4627,-33.4458
SouthWestForests-IRIS-DEV,S_k_1035,POINT (115.87632100542021 -33.52080515178681),115.8763,-33.5208
SouthWestForests-IRIS-DEV,S_k_1036,POINT (115.89234589530521 -33.4969500097498),115.8923,-33.497
SouthWestForests-IRIS-DEV,S_k_1037,POINT (115.78524553827711 -33.46781634130447),115.7852,-33.4678
SouthWestForests-IRIS-DEV,S_k_1038,POINT (115.7908071620136 -33.48576420757221),115.7908,-33.4858
SouthWestForests-IRIS-DEV,S_k_1039,POINT (115.79327442670332 -33.51273662801527),115.7933,-33.5127
